time,x1,x2,y_1,y_2,y_3,u
4.67,-0.153315552914397,0.153320049295137,-0.153315552914397,0.153320049295137,-0.153298909281778,0.153298909281778
4.68,-0.151790178638707,0.151794533345023,-0.151790178638707,0.151794533345023,-0.151774059422768,0.151774059422768
4.69,-0.150279977649063,0.150284195144911,-0.150279977649063,0.150284195144911,-0.150264366326198,0.150264366326198
4.7,-0.148784799108696,0.148788883717377,-0.148784799108696,0.148788883717377,-0.148769679675932,0.148769679675932
4.71,-0.147304493677275,0.147308449585871,-0.147304493677275,0.147308449585871,-0.147289850635869,0.147289850635869
4.72,-0.145838913496162,0.145842744759827,-0.145838913496162,0.145842744759827,-0.145824731835715,0.145824731835715
4.73,-0.144387912173801,0.144391622719914,-0.144387912173801,0.144391622719914,-0.144374177356868,0.144374177356868
4.74,-0.142951344771248,0.142954938403444,-0.142951344771248,0.142954938403444,-0.142938042718441,0.142938042718441
4.75,-0.141529067787849,0.141532548189917,-0.141529067787849,0.141532548189917,-0.141516184863399,0.141516184863399
4.76,-0.140120939147047,0.140124309886702,-0.140120939147047,0.140124309886702,-0.140108462144827,0.140108462144827
4.77,-0.138726818182331,0.138730082714877,-0.138726818182331,0.138730082714877,-0.138714734312322,0.138714734312322
4.78,-0.137346565623321,0.13734972729519,-0.137346565623321,0.13734972729519,-0.137334862498499,0.137334862498499
4.79,-0.135980043581988,0.13598310563417,-0.135980043581988,0.13598310563417,-0.135968709205625,0.135968709205625
4.8,-0.134627115539006,0.134630081110373,-0.134627115539006,0.134630081110373,-0.134616138292373,0.134616138292373
4.81,-0.133287646330237,0.133290518460759,-0.133287646330237,0.133290518460759,-0.133277014960696,0.133277014960696
4.82,-0.131961502133347,0.13196428376721,-0.131961502133347,0.13196428376721,-0.131951205742813,0.131951205742813
4.83,-0.130648550454556,0.130651244443178,-0.130648550454556,0.130651244443178,-0.130638578488328,0.130638578488328
4.84,-0.12934866011551,0.129351269220464,-0.12934866011551,0.129351269220464,-0.129339002351449,0.129339002351449
4.85,-0.128061701240283,0.128064228136131,-0.128061701240283,0.128064228136131,-0.128052347778335,0.128052347778335
4.86,-0.126787545242511,0.126789992519542,-0.126787545242511,0.126789992519542,-0.126778486494558,0.126778486494558
4.87,-0.125526064812641,0.125528434979529,-0.125526064812641,0.125528434979529,-0.125517291492674,0.125517291492674
4.88,-0.124277133905314,0.124279429391687,-0.124277133905314,0.124279429391687,-0.124268637019911,0.124268637019911
4.89,-0.123040627726864,0.123042850885797,-0.123040627726864,0.123042850885797,-0.123032398565975,0.123032398565975
4.9,-0.121816422722946,0.12181857583337,-0.121816422722946,0.12181857583337,-0.121808452850959,0.121808452850959
4.91,-0.120604396566272,0.120606481835316,-0.120604396566272,0.120606481835316,-0.120596677813372,0.120596677813372
4.92,-0.119404428144483,0.119406447709729,-0.119404428144483,0.119406447709729,-0.119396952598272,0.119396952598272
4.93,-0.118216397548127,0.118218353479807,-0.118216397548127,0.118218353479807,-0.118209157545515,0.118209157545515
4.94,-0.11704018605876,0.117042080361874,-0.11704018605876,0.117042080361874,-0.117033174178111,0.117033174178111
4.95,-0.11587567613716,0.115877510753535,-0.11587567613716,0.115877510753535,-0.115868885190682,0.115868885190682
4.96,-0.11472275141166,0.114724528221939,-0.11472275141166,0.114724528221939,-0.114716174438038,0.114716174438038
4.97,-0.113581296666592,0.113583017492161,-0.113581296666592,0.113583017492161,-0.113574926923853,0.113574926923853
4.98,-0.112451197830847,0.112452864435702,-0.112451197830847,0.112452864435702,-0.112445028789446,0.112445028789446
4.99,-0.111332341966539,0.111333956059098,-0.111332341966539,0.111333956059098,-0.11132636730267,0.11132636730267
5,-0.110224617257796,0.110226180492643,-0.110224617257796,0.110226180492643,-0.110218830846904,0.110218830846904
5.01,-0.10912791299964,0.109129426979229,-0.10912791299964,0.109129426979229,-0.109122308910148,0.109122308910148
5.02,-0.108042119586995,0.108043585863286,-0.108042119586995,0.108043585863286,-0.10803669207422,0.10803669207422
5.03,-0.106967128503788,0.106968548579844,-0.106967128503788,0.106968548579844,-0.106961872004055,0.106961872004055
5.04,-0.105902832312168,0.10590420764369,-0.105902832312168,0.10590420764369,-0.105897741437103,0.105897741437103
5.05,-0.104849124641822,0.104850456638647,-0.104849124641822,0.104850456638647,-0.104844194172834,0.104844194172834
5.06,-0.103805900179404,0.103807190206944,-0.103805900179404,0.103807190206944,-0.10380112506233,0.10380112506233
5.07,-0.102773054658057,0.102774304038704,-0.102773054658057,0.102774304038704,-0.102768429997984,0.102768429997984
5.08,-0.101750484847051,0.101751694861529,-0.101750484847051,0.101751694861529,-0.101746005903297,0.101746005903297
5.09,-0.100738088541511,0.100739260430191,-0.100738088541511,0.100739260430191,-0.100733750722767,0.100733750722767
5.1,-0.0997357645522525,0.0997368995164226,-0.0997357645522525,0.0997368995164226,-0.0997315634118744,0.0997315634118744
5.11,-0.0987434126957156,0.0987445118988137,-0.0987434126957156,0.0987445118988137,-0.0987393439271666,0.0987393439271666
