406,0.74326
407,0.74371
408,0.74415
409,0.74459
410,0.74504
411,0.74548
412,0.74592
413,0.74636
414,0.7468
415,0.74724
416,0.74767
417,0.74811
418,0.74855
419,0.74898
420,0.74942
421,0.74985
422,0.75028
423,0.75072
424,0.75115
425,0.75158
426,0.75201
427,0.75244
428,0.75287
429,0.7533
430,0.75372
431,0.75415
432,0.75458
433,0.755
434,0.75543
435,0.75585
436,0.75627
437,0.7567
438,0.75712
439,0.75754
440,0.75796
441,0.75838
442,0.75879
443,0.75921
444,0.75963
445,0.76005
446,0.76046
447,0.76088
448,0.76129
449,0.7617
450,0.76211
451,0.76253
452,0.76294
453,0.76335
454,0.76376
455,0.76416
456,0.76457
457,0.76498
458,0.76539
459,0.76579
460,0.7662
461,0.7666
462,0.767
463,0.7674
464,0.76781
465,0.76821
466,0.76861
467,0.76901
468,0.76941
469,0.7698
470,0.7702
471,0.7706
472,0.77099
473,0.77139
474,0.77178
475,0.77217
476,0.77257
477,0.77296
478,0.77335
479,0.77374
480,0.77413
481,0.77452
482,0.7749
483,0.77529
484,0.77568
485,0.77606
486,0.77645
487,0.77683
488,0.77721
489,0.77759
490,0.77798
491,0.77836
492,0.77874
493,0.77912
494,0.77949
495,0.77987
496,0.78025
497,0.78062
498,0.781
499,0.78137
500,0.78175
